id,uid,text,misinfo
_1241073275956080640,_358638349,"They said antibiotics is not good for coronavirus, that is not truth there is one antibiotics that can take care of coronavirus aside from chlorine, it's called amoxicil....and Ampicillox can also do a good job....thank you #Covid_19 #COVID19 #Chloroquine #coronavirus",1
_1235269813657915394,_16280180,"Hey people, hand sanitizer has antibiotics, not anti-virals. It's not going to do anything against Coronavirus. You can stop hoarding your Purell now.",0
_1239232805319606278,_1213791439651368961,"#iFightCorona There is currently no specific treatment for coronavirus. Antibiotics do not help, as they do not work against viruses. Treatment aims to relieve the symptoms while body fights the illness. You'll need to stay in isolation, away from other people, until recovered.",0
_1240487644276154368,_1046173159580479490,Here's a tweet. u stood in LINE Costco WA (vs. delivery) come home to rant re people/co's not distancing. 3hrs later state ur sick. Now u state Dr said u have symptoms of covid-19 (of course!) & gave u ANTIBIOTICS. Antibiotics. Good luck w/that. #Hypocrisy $tsla #CostcoDelivery,0
_1240254499685568512,_454434740,"They are issuing 1000mg of hydroxychloroquine/ Plaquenil a day for COVID-19, holy I had H1N1 & been on hydroxychloroquine for 2yrs for fibromyalgia & lupus H1N1, SARS, All Corona (crown) Viruses are all in the same molecular structure, they need antibiotics & steriods",1
_1238724787746287618,_1051523301703671808,Breaking News...Coronavirus Antidote Lemon Theraflu and Antibiotics...#coronapocalypse...#coronavirus ...#coronavirusillinois ...#CoronaVirusUpdates...#Covid_19 ...#CoronaOutbreak ...#CoronaOutbreak...#CoronavirusPandemic,1
_1244346169486127104,_706289535383015424,"Michigan governor threatens doctors who prescribe hydroxychloroquine to treat COVID-19 —— cocktail of drugs: hydroxychloroquine, in combination with azithromycin (Z-Pak), an antibiotic to treat secondary infections, and zinc sulfate #RecallWhitmer …",0
_1235205146235326464,_1224932022394793992,🇨🇦Do we get our antibiotics or any other drugs from India? Does anyone know? #COVID19 #Covid_19 #CoronaVirusCanada #CoronaVirus #Ontario #BritishColumbia #Quebec #Canada #cdnpoli …,0
_1228080318000877568,_1193632598750367749,I would never dare try it I do know the antibiotics seem to be working with the coronavirus victims in England via there fact sheet blog …,0
_1241725630913404928,_1067073067787214850,#Coronavirus #pandemic #Trumpvirus I'm treating my body with the best antibiotic God put on the planet... I shall be the last man standing! JOIN ME? …,0
_1238941684056182785,_360425113,"Good news: 6 yr old Oscar has tested negative for Corona Virus & sent home on antibiotics (he developed pneumonia), his mum has to keep him isolated at home for a couple of weeks to stop any risk of him catching anything else as his lungs are weak. Thank you for all the prayers.",0
_1242390889709875201,_388225852,IS THIS YOU? If you've got these skills & are #BasedAtBioCity #Nottingham please click this link >> > FDAS are working with the Department of Health to release supplies of antibiotics for those most affected by #COVID19 & need some help,0
_1241456860101828612,_111539157,"Antibiotics have a well-known property that people don't tell too much. They're extremely strong anti-inflammatories, and can be exploited to reduce swelling, e.g. the type that is found in lung tissue when #covid19 attacks. That is one of the properties. #ignoranceisnotbliss",0
_1238429094276149248,_1216248110038601728,Washing hands & frequent showers are always good advice even in cold & flu. Antibiotics do not work if you have the flu as it’s a virus. Same with #coronavirus #CoronavirusPandemic #fridaybless #FridayThe13th #imrankhanPTI,0
_1233862405332955137,_491851655,"World Health Organization on #Coronavirus #Corvid_19 …… No, getting a pneumonia vaccine will not help you if you get Coronavirus. Antibiotics do not work against viruses, any virus. There is no specific medicine available to treat the new disease.",0
_1242207171154075648,_32886188,"""Malaria Drug and Antibiotic Combo May Work Against COVID-19, But Experts Warn Caution and Skepticism"" … …",0
_1232838784498249728,_733372242,Corona virus Alert. 8) Avoid Sneezing & Coughing openly. 9) Try to use good Quality Mask. 10) Do not involved Self medication. (Antibiotics) 11) Consult Qualified Doctors. Dr Qaisar Sajjad Secretary General PMA,0
_1229836593114107906,_38948516,Coronavirus outbreak threatens global supplies of #antibiotics … #antibioticresistance,0
_1231454221343477764,_1008525846296969216,Coronavirus or antibiotic resistance: Our appetite for animals (wild and domestic) poses big disease risks - Bulletin of the Atomic Scientists … via #amr,0
_1243990187983736832,_1211766378153168897,"Just a lil tad of advice with the whole corona virus outbreak, if you or a family member caught it, don’t panic, don’t be scared. You’re gonna be okay. As soon as you feel symptoms, take antibiotics or NATURAL HOME REMEDIES. I say this because I personally believe home ... 1/3",1
_1232015482997395456,_1177568198952140801,"Curating the Internet: Science and technology digest for February 24, 2020 … #environment #climatechange #antibiotics #ai #drugdiscovery #language #adversarialAI #archaeology #vikings #teded #coronavirus #discussions #stem #stemgeeks #science #tech #steem",0
_1244665271991898113,_5992262,"I asked my doc about me having antibiotics on hand in case I feel bronchitis/pneumonia coming on (because I've had both many times & when I do, it's important to start abx asap) but apparently because of covid-19, she can't prescribe abx prophylactically? 1/",0
_1222976866371260416,_989241672344236033,I'm counting on the fact that I rarely use medicine to help my immune system pretty heavily. I've been avoiding antibiotics and not washing my hands for a long time to get ready for the coronavirus,0
_1234130537729708033,_898442239,"Coronavirus: Antibiotics, fever relievers helping passengers beat checks at airports #CoronaVirusUpdate #END",4
_1243070136791126017,_816662835317055489,சும்மா #Drone விட்டு Time வீணாக்குராரு சொன்னவன்-லா இங்க வாங்கடா....(Today It's #Vey_Much_Useful COVID19) Disease..The Aerial Drone is Used to Spray Disinfectant Antibiotics in Chennai Areas - Team #DhakshaProud To Be A #THALA-Fan,1
_1233250556019343360,_1172535857200467968,(coronavirus 3) antibiotics to the point of rendering us defenseless on the microscopic front lines of contagious disease is basically an open secret. AND its old news. So why are we acting surprised that a coronavirus is here? Once it runs its course there could still be a,0
_1241375308055326725,_423707242,"If true, ok let's try it. But I am skeptical. Why would an antibiotic have any effectiveness against a virus? Isn't this one of the things that leads to antibiotic resistance of harmful bacteria? #Covid_19 #CoronavirusPandemic …",0
_1239561786531229696,_1011315683152539649,Fuck it... STOP bulk buying!!! I went shopping with my 69yr grandmother earlier & we couldn't find what she needed anywhere (antibiotics & hand gel/sanatizer) my gran is showing symptoms of covid-19.. my brother is also showing signs of covid-19 & is now in isolation,0
_1241481701018210305,_27995424,‘French study finds anti-malarial and antibiotic combo could reduce COVID-19 duration’ Well look at that ⁦⁩. ⁦⁩ was right and your lies were debunked again. …,0
_1240348850830938119,_83649318,"NOTICE: The Health Unit is getting reports of a telephone scam, where someone calls you and says you’ve tested positive for coronavirus and asks for your credit card number to pay for antibiotics. The Health Unit WILL NEVER do this. This is a scam. #LdnOnt #Middlesex",0
_1229099265424842758,_374658826,"“First off, it’s important for you to be aware that antibiotics is never a cure for any viruses, simply because it only kills bacteria.” — HealthCare PH Re #Coronavirus",0
_1244592868108513280,_839168051392167936,No any type of viruses can be eliminated permanently by any type of antibiotics #Covid_19 #كورونا,0
_1242237801476825088,_768756228763811840,"According to corona symptoms, I think I had to go through something similar last year lol. I didn't sleep 4 nights in row because I couldn't stop coughing, lost my voice for 5 days and swallowing was making me legit cry. I had two doses of antibiotics until it calmed down.",0
_1243220626023706624,_1099016003806126080,Hatsoff #TeamDhaksha & proud of u #Thala Chennai corporation ties up with Anna university to disinfect Chennai using drones #TeamDhaksha is coming forward to help peoples from controlling #CoronaVirus by spraying Antibiotics from the Drone #CoronavirusLockdown #Corona,1
_1236690739221970944,_1104473095665053696,"Toilet paper flying off shelves as Edmontonians stock up against COVID-19 I still don't know why the rush for TOILET PAPER ? IS IT an effective covid-19 ANTIBIOTIC, to be used at the lower end of the digestive system?! IS it why I am not getting sick 🤔?",0
_1237906260818890752,_1231665483017052160,Things that make ya go hmmmm #Coronavirus #China #antibiotics,0
_1244613405106987008,_888318306259681280,"KAPAMILYA ACTRESS IZA CALZADO, NEGATIBO NA SA COVID-19 Dear Family and Friends, It’s an amazing start of the week as we were just told that Iza can go home tomorrow after completing her IV antibiotics! Moreover,… …",0
_1241077353364762632,_3192962633,"Combination of #antimalarial medication and antibiotics could shorten #COVID-19, researchers say GodBlessAmerica GodBlessPresidentTrump InGodWeTrust ️ TrumpBestPresidentEver 🇺🇸 Trump2020KAG 🇺🇸 …",0
_1234433705751588865,_1200669221476327425,… WHAT IS THE CORONAVIRUS..AND ITS SYMPTOMS 1-Incubation Period is 14->25 Days As of this Date 3/2/20 There is No Vaccine Hospitals Fighting This With Normal Antibiotics Vaccine research still in Experimental Stages.. Be Patient as this is a Long Process,0
_1228858024762187776,_888235401277841438,From apple juice to antibiotics: Coronavirus epidemic could cause U.S. shortages …,0
_1234958474607497226,_575639787,I’m grateful that coronavirus isn’t something even more dangerous. Imagine what would happen with Trump in charge if this had been a strain of highly contagious antibiotic-resistant bubonic plague with a 40% mortality rate. Or airborne HIV. Or Ebola w/ a longer incubation period.,0
_1236097063290433537,_1204670575265738752,Tucker Carlson suggests Americanism and antibiotics are the solution to the coronavirus. Why don't you let the scientists handle this...#Tucker #COVID19US,0
_1237652769357672448,_758311994701197312,"Older people are at higher risk for the coronavirus: CDC says to stock up on food, keep away from others - MarketWatch Fight with good antibiotics. Call your family physician. Juices will help. Honey and brandy. Improve immune system. Thanks. Sam …",0
_1234573801528098817,_70752796,"#Protect the #Lives of those you #Love w/ #NanoSilver, #Natural #AntiBiotic #EssentialOils,#HydroxylGenerators & #FARUVC #Light #Spectrum as #Prevention & #Protection against #MRSA (#Staph) #Bacteria & #CoronaVirus [#SARSCoV2 | #CoVid19] #Pandemic 🇺🇸#PPDPR",0
_1242575894956425224,_23358714,"I believe that for most people, the hydroxycloroquine+zinc formulation should suffice, with azithromycin used only in cases of clear bacterial infection. With the growth of superbugs, I’m not sure we should be giving antibiotics to everyone with low-grade #coronavirus symptoms. …",0
_1228939874507452417,_1021249454182027264,My 23th century history 142.i created corona virus cure medicine.people eating raw unboiled meat stone fish poison with dorsal fin.stone fish antivenem cardiovascular neuromuscular.snake poison hemotoxic neurotoxin cardiovascular two mixed poison medicine as antibiotic emergency,0
_1239977931369316353,_171032162,11 Herbal Alternatives to Antibiotics | Urban Survival Site … #coronavirus #Wuhan #news #quarantine #tuesdaythoughts,0
_1229467355048222720,_19585645,In current times #COVID-19 research is a priority for many good reasons. However important that #AMR studies are equally resourced. this review in highlights not a single #RCT in this review on #antibiotic restriction …,0
_1228771817365659649,_3179169763,FDA Keeping Watch for Potential Medical Supply Shortages Amid COVID-19 Outbreak … Why are we dependent upon China for our bulk pharmaceutical chemicals and over 90% of our antibiotics? One word: GREED!,0
_1241616312956260353,_21851651,"The virus causes other things that needs to be treated by antibiotics. That is why a cocktail of meds is needed. My mom had Corona. Not 19 strand, but still hard asf to treat. They had to try a variety of things to get at the virus but also treat what developed cause of it. …",0
_1241339966300422145,_1189893756176044032,Our most prominent objective is customer safety and their well being. We adopted the below precautionary measures: - We ensure our hotel premises are sanitized and treated with antibiotic agents periodically.(1/3) #coronavirus #Covid_19 #CoronaChainScare #StayHomeStaySafe,1
_1241507399011201024,_144811166,I'm sure my mom has COVID 19. But she's been doing her part to self quarantine. She started off coughing last week and her dr gave her an antibiotic while waiting for her to get a test done (still hasn't). She has shortness of breath now but no fever. She says she feels better.,0
_1222062249608531968,_776478640452300801,We are on alarming situations for #Antibiotic use...Save pharmacy professional to prevent this situation... #coronavirus …,0
_1237930116266831872,_1231665483017052160,"Again, WHY do we get our test kits for viruses like Coronavirus from South Korea? WHY do we get our antibiotics from CHINA?? Anyone else see an issue with this?",0
_1240537518866444289,_721903379706941440,Seeing a doctoe today. My coughing and wheezing is getting worse to the point where I want to see a doctor bc I want to make sure it's not an infection that requires antibiotics. They will prob flu test me too. That will help me narrow it down if it's covid-19 or not at least.,0
_1245037027634094080,_520086613,2 Antibiotics found to kill the corona virus …,1
_1241013445710970881,_217169450,"Chloroquine combined with the antibiotic azithromycin looks promising in fight against #COVID19, the illness caused by the novel #coronavirus … #Treatment",0
